# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/DV3.gff" "-t" "CDS" "-g" "ID" "-o" "DV3/featureCount_DV3.txt" "DV3/DV3_rep1_rna_map.sorted.bam" "DV3/DV3_rep2_rna_map.sorted.bam" "DV3/DV3_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	DV3/DV3_rep1_rna_map.sorted.bam	DV3/DV3_rep2_rna_map.sorted.bam	DV3/DV3_rep3_rna_map.sorted.bam
LGFCPJMF_04415	contig_1_pilon	4954678	4956972	+	2295	824	374	1318
LGFCPJMF_04416	contig_1_pilon	4957162	4957884	+	723	99	72	127
LGFCPJMF_04417	contig_1_pilon	4958224	4959630	+	1407	65	80	32
LGFCPJMF_04418	contig_1_pilon	4960379	4962043	+	1665	1469	1995	2029
LGFCPJMF_04419	contig_1_pilon	4962088	4962498	+	411	146	190	283
LGFCPJMF_04420	contig_1_pilon	4962495	4963235	+	741	20	17	15
LGFCPJMF_04421	contig_1_pilon	4963378	4963782	-	405	110	159	143
LGFCPJMF_04422	contig_1_pilon	4963857	4964897	+	1041	26	23	32
LGFCPJMF_04423	contig_1_pilon	4964983	4966470	-	1488	112	67	226
LGFCPJMF_04424	contig_1_pilon	4967059	4968441	-	1383	185	83	81
LGFCPJMF_04425	contig_1_pilon	4968687	4970453	-	1767	97	61	130
LGFCPJMF_04426	contig_1_pilon	4970455	4973358	-	2904	125	86	130
LGFCPJMF_04427	contig_1_pilon	4973355	4974698	-	1344	50	44	46
LGFCPJMF_04428	contig_1_pilon	4975050	4976066	-	1017	46	38	32
LGFCPJMF_04429	contig_1_pilon	4976066	4977544	-	1479	53	55	196
LGFCPJMF_04430	contig_1_pilon	4978239	4979219	-	981	4	2	0
LGFCPJMF_04431	contig_1_pilon	4979366	4980679	-	1314	0	20	0
LGFCPJMF_04432	contig_1_pilon	4980688	4981596	-	909	4	3	0
LGFCPJMF_04433	contig_1_pilon	4981603	4982592	-	990	20	8	6
LGFCPJMF_04434	contig_1_pilon	4982605	4983945	-	1341	11	11	2
LGFCPJMF_04435	contig_1_pilon	4984217	4985410	-	1194	9	14	8
LGFCPJMF_04436	contig_1_pilon	4985489	4985920	-	432	15	14	0
LGFCPJMF_04437	contig_1_pilon	4986075	4986962	+	888	12	48	34
LGFCPJMF_04438	contig_1_pilon	4986959	4987156	+	198	22	23	62
LGFCPJMF_04439	contig_1_pilon	4987160	4987792	-	633	198	195	509
LGFCPJMF_04440	contig_1_pilon	4987882	4988199	+	318	9	12	0
LGFCPJMF_04441	contig_1_pilon	4988220	4990334	-	2115	2120	1653	3125
LGFCPJMF_04442	contig_1_pilon	4990331	4991347	-	1017	738	408	1236
LGFCPJMF_04443	contig_1_pilon	4991344	4991877	-	534	1237	717	1220
LGFCPJMF_04444	contig_1_pilon	4992089	4993927	+	1839	78	82	171
LGFCPJMF_04445	contig_1_pilon	4993955	4994416	+	462	58	108	8
LGFCPJMF_04446	contig_1_pilon	4994421	4994810	+	390	55	63	134
LGFCPJMF_04447	contig_1_pilon	4994815	4995405	+	591	37	31	24
LGFCPJMF_04448	contig_1_pilon	4995437	4995940	+	504	19	22	16
LGFCPJMF_04449	contig_1_pilon	4996027	4997097	-	1071	105	161	472
LGFCPJMF_04450	contig_1_pilon	4997375	4997911	+	537	598	942	667
LGFCPJMF_04451	contig_1_pilon	4997990	5001379	-	3390	193	99	353
LGFCPJMF_04452	contig_1_pilon	5001872	5002189	+	318	203	213	516
LGFCPJMF_04453	contig_1_pilon	5002189	5004288	+	2100	135	80	356
LGFCPJMF_04454	contig_1_pilon	5004438	5006129	+	1692	6	4	4
LGFCPJMF_04455	contig_1_pilon	5006201	5006470	+	270	327	541	434
LGFCPJMF_04456	contig_1_pilon	5006681	5007655	+	975	112	128	150
LGFCPJMF_04457	contig_1_pilon	5007725	5008699	+	975	18	9	41
LGFCPJMF_04458	contig_1_pilon	5008823	5009980	+	1158	220	188	280
LGFCPJMF_04459	contig_1_pilon	5010052	5012628	-	2577	460	531	578
LGFCPJMF_04460	contig_1_pilon	5012762	5013361	+	600	6	7	28
LGFCPJMF_04461	contig_1_pilon	5013401	5013637	+	237	39	51	68
LGFCPJMF_04462	contig_1_pilon	5013624	5013971	+	348	39	40	25
LGFCPJMF_04463	contig_1_pilon	5014031	5014573	+	543	22	49	33
LGFCPJMF_04464	contig_1_pilon	5014644	5015675	-	1032	637	684	1099
LGFCPJMF_04465	contig_1_pilon	5015760	5019095	-	3336	137	128	255
LGFCPJMF_04466	contig_1_pilon	5019508	5021250	+	1743	203	142	436
LGFCPJMF_04467	contig_1_pilon	5021269	5022315	-	1047	31	23	52
LGFCPJMF_04468	contig_1_pilon	5022531	5025113	-	2583	167	111	220
LGFCPJMF_04469	contig_1_pilon	5025236	5025904	+	669	40	30	142
LGFCPJMF_04470	contig_1_pilon	5026091	5026732	-	642	1643	2205	2423
LGFCPJMF_04471	contig_1_pilon	5026936	5028441	-	1506	58	60	86
LGFCPJMF_04472	contig_1_pilon	5028675	5030087	-	1413	28	55	31
LGFCPJMF_04473	contig_1_pilon	5030400	5030999	+	600	5	10	0
LGFCPJMF_04474	contig_1_pilon	5031099	5031821	-	723	4	2	14
LGFCPJMF_04475	contig_1_pilon	5031847	5033700	+	1854	14	14	46
LGFCPJMF_04476	contig_1_pilon	5033661	5035163	-	1503	38	48	62
LGFCPJMF_04477	contig_1_pilon	5035368	5035856	+	489	352	373	471
LGFCPJMF_04478	contig_1_pilon	5035942	5036751	+	810	27	37	97
LGFCPJMF_04479	contig_1_pilon	5036779	5038008	-	1230	10	10	16
LGFCPJMF_04480	contig_1_pilon	5038136	5039278	+	1143	91	86	152
LGFCPJMF_04481	contig_1_pilon	5039418	5039879	+	462	2	2	2
LGFCPJMF_04482	contig_1_pilon	5039821	5041026	-	1206	24	14	20
LGFCPJMF_04483	contig_1_pilon	5041350	5042171	+	822	6	0	0
LGFCPJMF_04484	contig_1_pilon	5042188	5043303	-	1116	4	9	11
LGFCPJMF_04485	contig_1_pilon	5043878	5044072	+	195	385	374	500
LGFCPJMF_04486	contig_1_pilon	5044117	5044494	-	378	22	51	28
LGFCPJMF_04489	contig_1_pilon	5045322	5046710	+	1389	3404	3406	3727
LGFCPJMF_04490	contig_1_pilon	5047010	5047624	+	615	1346	1361	3156
LGFCPJMF_04491	contig_1_pilon	5047696	5048379	+	684	1126	1332	2613
LGFCPJMF_04492	contig_1_pilon	5048542	5049831	+	1290	2209	2666	2888
LGFCPJMF_04493	contig_1_pilon	5049919	5050857	-	939	23	28	49
LGFCPJMF_04494	contig_1_pilon	5050903	5051805	-	903	66	153	207
LGFCPJMF_04495	contig_1_pilon	5051965	5054610	+	2646	1345	1626	2062
LGFCPJMF_04496	contig_1_pilon	5054576	5055805	-	1230	36	37	68
LGFCPJMF_04497	contig_1_pilon	5056104	5057552	+	1449	76	70	95
LGFCPJMF_04498	contig_1_pilon	5057592	5059160	+	1569	995	799	2380
LGFCPJMF_04499	contig_1_pilon	5059163	5059522	+	360	181	163	208
LGFCPJMF_04500	contig_1_pilon	5059752	5060165	+	414	134	242	292
LGFCPJMF_04501	contig_1_pilon	5060453	5061472	+	1020	2898	3253	4285
LGFCPJMF_04502	contig_1_pilon	5061648	5062580	+	933	240	277	589
LGFCPJMF_04503	contig_1_pilon	5062584	5063306	+	723	82	68	233
LGFCPJMF_04504	contig_1_pilon	5063303	5065444	+	2142	742	769	1193
LGFCPJMF_04505	contig_1_pilon	5065441	5066649	+	1209	153	175	283
LGFCPJMF_04506	contig_1_pilon	5066684	5067148	-	465	2	13	0
LGFCPJMF_04507	contig_1_pilon	5067294	5069069	-	1776	36	12	120
LGFCPJMF_04508	contig_1_pilon	5069056	5070435	-	1380	2	3	0
LGFCPJMF_04509	contig_1_pilon	5070733	5072514	+	1782	167	68	232
LGFCPJMF_04510	contig_1_pilon	5072686	5074626	+	1941	789	1033	995
LGFCPJMF_04511	contig_1_pilon	5074730	5075944	+	1215	120	79	70
LGFCPJMF_04512	contig_1_pilon	5076061	5076804	+	744	296	221	267
LGFCPJMF_04513	contig_1_pilon	5077055	5081008	+	3954	400	436	631
LGFCPJMF_04514	contig_1_pilon	5081234	5081554	+	321	3820	4691	7013
LGFCPJMF_04515	contig_1_pilon	5081569	5081826	+	258	1885	1384	2193
LGFCPJMF_04516	contig_1_pilon	5081967	5083403	+	1437	229	186	593
LGFCPJMF_04517	contig_1_pilon	5083559	5084656	+	1098	47	39	109
LGFCPJMF_04518	contig_1_pilon	5085005	5085496	+	492	4	6	0
LGFCPJMF_04519	contig_1_pilon	5085694	5086962	+	1269	230	196	317
LGFCPJMF_04520	contig_1_pilon	5087092	5087703	+	612	111	56	99
LGFCPJMF_04521	contig_1_pilon	5087977	5088939	+	963	80	61	48
LGFCPJMF_04522	contig_1_pilon	5088970	5090097	-	1128	508	729	760
LGFCPJMF_04523	contig_1_pilon	5090239	5090418	+	180	19	21	30
LGFCPJMF_04524	contig_1_pilon	5090591	5090752	+	162	182	279	153
LGFCPJMF_04525	contig_1_pilon	5090797	5091426	+	630	177	463	322
LGFCPJMF_04526	contig_1_pilon	5091511	5093334	+	1824	230	195	286
LGFCPJMF_04527	contig_1_pilon	5093448	5093942	+	495	314	349	245
LGFCPJMF_04528	contig_1_pilon	5094251	5094592	+	342	84	26	60
LGFCPJMF_04530	contig_1_pilon	5094980	5095225	+	246	10	14	0
LGFCPJMF_04531	contig_1_pilon	5095229	5095462	+	234	21	37	74
LGFCPJMF_04532	contig_1_pilon	5095660	5097492	+	1833	62	90	98
LGFCPJMF_04533	contig_1_pilon	5097507	5098814	-	1308	23	6	28
LGFCPJMF_04535	contig_1_pilon	5099155	5099589	-	435	8	14	4
LGFCPJMF_04536	contig_1_pilon	5099680	5101221	-	1542	0	0	0
LGFCPJMF_04537	contig_1_pilon	5101218	5102204	-	987	0	2	0
LGFCPJMF_04538	contig_1_pilon	5102804	5105692	+	2889	756	851	1276
LGFCPJMF_04539	contig_1_pilon	5105896	5106705	+	810	216	95	386
LGFCPJMF_04540	contig_1_pilon	5106854	5107699	+	846	208	230	106
LGFCPJMF_04541	contig_1_pilon	5108694	5109539	+	846	0	2	0
LGFCPJMF_04542	contig_1_pilon	5109536	5112286	+	2751	4	2	6
LGFCPJMF_04543	contig_1_pilon	5112189	5113706	-	1518	8	26	22
LGFCPJMF_04544	contig_1_pilon	5113888	5114373	+	486	15	10	120
LGFCPJMF_04545	contig_1_pilon	5114373	5115305	+	933	10	16	34
LGFCPJMF_04546	contig_1_pilon	5115414	5115659	-	246	13	16	39
LGFCPJMF_04547	contig_1_pilon	5115732	5116715	+	984	57	38	55
LGFCPJMF_04548	contig_1_pilon	5117153	5117854	-	702	12	14	2
LGFCPJMF_04549	contig_1_pilon	5118430	5118696	-	267	1751	2673	1878
LGFCPJMF_04550	contig_1_pilon	5118888	5120756	+	1869	1072	1325	1607
LGFCPJMF_04551	contig_1_pilon	5121020	5121322	+	303	1	0	24
LGFCPJMF_04552	contig_1_pilon	5121646	5123535	+	1890	156	230	162
LGFCPJMF_04553	contig_1_pilon	5123646	5124233	-	588	148	196	342
LGFCPJMF_04554	contig_1_pilon	5124230	5128210	-	3981	565	647	1034
LGFCPJMF_04555	contig_1_pilon	5128461	5131475	+	3015	157	78	471
LGFCPJMF_04556	contig_1_pilon	5131605	5132837	+	1233	66	72	210
LGFCPJMF_04557	contig_1_pilon	5132935	5133768	+	834	39	40	62
LGFCPJMF_04558	contig_1_pilon	5133746	5134579	-	834	32	53	22
LGFCPJMF_04559	contig_1_pilon	5134608	5135279	-	672	20	4	0
LGFCPJMF_04560	contig_1_pilon	5135663	5136679	+	1017	503	830	815
LGFCPJMF_04561	contig_1_pilon	5136680	5137816	+	1137	323	322	684
LGFCPJMF_04562	contig_1_pilon	5138042	5139148	+	1107	106	123	135
LGFCPJMF_04563	contig_1_pilon	5139145	5139888	+	744	66	40	31
LGFCPJMF_04564	contig_1_pilon	5139991	5140419	-	429	392	518	188
LGFCPJMF_04565	contig_1_pilon	5140635	5141483	+	849	16	2	0
LGFCPJMF_04566	contig_1_pilon	5141609	5141965	+	357	27	41	41
LGFCPJMF_04567	contig_1_pilon	5141987	5142892	+	906	48	39	60
LGFCPJMF_04568	contig_1_pilon	5142921	5143712	-	792	4	3	0
LGFCPJMF_04569	contig_1_pilon	5143880	5145238	+	1359	4	2	0
LGFCPJMF_04570	contig_1_pilon	5145344	5146429	+	1086	145	143	187
LGFCPJMF_04571	contig_1_pilon	5146429	5147067	+	639	75	63	351
LGFCPJMF_04572	contig_1_pilon	5147075	5148415	-	1341	20	13	76
LGFCPJMF_04573	contig_1_pilon	5148483	5149697	+	1215	69	35	144
LGFCPJMF_04574	contig_1_pilon	5149857	5150867	+	1011	2699	3071	3455
LGFCPJMF_04575	contig_1_pilon	5150888	5151385	+	498	375	692	497
LGFCPJMF_04576	contig_1_pilon	5151400	5152719	+	1320	175	195	178
LGFCPJMF_04577	contig_1_pilon	5152842	5154008	-	1167	0	0	0
LGFCPJMF_04578	contig_1_pilon	5154255	5155031	+	777	8	9	32
LGFCPJMF_04582	contig_1_pilon	5160927	5161757	+	831	22	24	22
LGFCPJMF_04583	contig_1_pilon	5161841	5162206	+	366	6	3	17
LGFCPJMF_04584	contig_1_pilon	5162226	5163848	-	1623	12	6	15
LGFCPJMF_04585	contig_1_pilon	5164139	5165758	+	1620	16	16	8
LGFCPJMF_04586	contig_1_pilon	5165755	5166855	+	1101	0	0	16
LGFCPJMF_04587	contig_1_pilon	5166852	5168276	+	1425	0	0	22
LGFCPJMF_04588	contig_1_pilon	5168358	5169626	+	1269	0	2	0
LGFCPJMF_04589	contig_1_pilon	5169710	5170648	+	939	279	274	817
LGFCPJMF_04590	contig_1_pilon	5170665	5171924	-	1260	20	1	24
LGFCPJMF_04591	contig_1_pilon	5171921	5173243	-	1323	26	30	38
LGFCPJMF_04592	contig_1_pilon	5173386	5173652	-	267	26	37	34
LGFCPJMF_04593	contig_1_pilon	5173715	5174749	-	1035	63	49	40
LGFCPJMF_04594	contig_1_pilon	5175083	5176861	+	1779	2392	2666	6141
LGFCPJMF_04595	contig_1_pilon	5177100	5177825	+	726	27	23	48
LGFCPJMF_04596	contig_1_pilon	5177881	5178627	+	747	32	29	80
LGFCPJMF_04597	contig_1_pilon	5178733	5179548	+	816	81	63	62
LGFCPJMF_04598	contig_1_pilon	5179625	5180053	-	429	236	245	321
LGFCPJMF_04599	contig_1_pilon	5180152	5181060	-	909	90	70	223
LGFCPJMF_04600	contig_1_pilon	5181077	5181850	-	774	43	35	197
LGFCPJMF_04601	contig_1_pilon	5181918	5182883	-	966	41	78	133
LGFCPJMF_04602	contig_1_pilon	5183116	5184498	+	1383	629	713	791
LGFCPJMF_04603	contig_1_pilon	5184602	5185009	-	408	2	0	0
LGFCPJMF_04604	contig_1_pilon	5185187	5186398	+	1212	6	6	0
LGFCPJMF_04605	contig_1_pilon	5186386	5187051	+	666	14	8	0
LGFCPJMF_04606	contig_1_pilon	5187057	5187653	-	597	1017	1317	1956
LGFCPJMF_04607	contig_1_pilon	5187728	5188312	-	585	32	31	54
LGFCPJMF_04608	contig_1_pilon	5188424	5189431	-	1008	22	9	30
LGFCPJMF_04609	contig_1_pilon	5189597	5191045	-	1449	10	3	22
LGFCPJMF_04610	contig_1_pilon	5191159	5192052	+	894	133	91	177
LGFCPJMF_04611	contig_1_pilon	5192342	5193832	-	1491	79	58	118
LGFCPJMF_04612	contig_1_pilon	5194246	5195373	+	1128	109	86	172
LGFCPJMF_04613	contig_1_pilon	5195783	5198521	+	2739	702	680	1102
LGFCPJMF_04614	contig_1_pilon	5199195	5200250	+	1056	61	46	62
LGFCPJMF_04615	contig_1_pilon	5200378	5201325	-	948	55	51	223
LGFCPJMF_04616	contig_1_pilon	5201799	5202248	-	450	167	206	320
LGFCPJMF_04617	contig_1_pilon	5202353	5203204	-	852	27	13	110
LGFCPJMF_04618	contig_1_pilon	5203211	5204215	-	1005	56	65	64
LGFCPJMF_04619	contig_1_pilon	5204266	5205552	-	1287	127	147	278
LGFCPJMF_04620	contig_1_pilon	5205865	5206623	+	759	0	2	0
LGFCPJMF_04621	contig_1_pilon	5206628	5207035	-	408	11	12	12
LGFCPJMF_04622	contig_1_pilon	5207084	5207917	+	834	103	77	98
LGFCPJMF_04623	contig_1_pilon	5208001	5209119	+	1119	28	16	16
LGFCPJMF_04624	contig_1_pilon	5209353	5209637	+	285	49	59	73
LGFCPJMF_04625	contig_1_pilon	5209717	5209992	-	276	24	5	4
LGFCPJMF_04626	contig_1_pilon	5209996	5210178	-	183	3	12	1
LGFCPJMF_04627	contig_1_pilon	5210182	5210964	-	783	18	14	30
LGFCPJMF_04628	contig_1_pilon	5211233	5211700	+	468	0	6	4
LGFCPJMF_04629	contig_1_pilon	5211642	5212367	-	726	2	2	0
LGFCPJMF_04630	contig_1_pilon	5212894	5213457	+	564	14	25	32
LGFCPJMF_04631	contig_1_pilon	5214130	5216037	-	1908	546	569	1200
LGFCPJMF_04632	contig_1_pilon	5216452	5217114	+	663	367	452	572
LGFCPJMF_04633	contig_1_pilon	5217211	5218155	-	945	93	150	302
LGFCPJMF_04634	contig_1_pilon	5218251	5218604	-	354	4	2	0
LGFCPJMF_04635	contig_1_pilon	5218601	5221222	-	2622	2	0	12
LGFCPJMF_04636	contig_1_pilon	5221225	5222526	-	1302	0	0	0
LGFCPJMF_04637	contig_1_pilon	5222685	5223983	+	1299	6	4	22
LGFCPJMF_04638	contig_1_pilon	5224045	5224695	+	651	3	12	16
LGFCPJMF_04639	contig_1_pilon	5224708	5225454	-	747	36	23	68
LGFCPJMF_04640	contig_1_pilon	5225451	5226134	-	684	31	34	20
LGFCPJMF_04641	contig_1_pilon	5226333	5227274	+	942	9	0	20
LGFCPJMF_04642	contig_1_pilon	5227318	5227776	-	459	201	157	369
LGFCPJMF_04643	contig_1_pilon	5228022	5229227	+	1206	4050	4200	6511
LGFCPJMF_04644	contig_1_pilon	5229224	5229850	+	627	581	408	990
LGFCPJMF_04645	contig_1_pilon	5229847	5229993	+	147	202	108	208
LGFCPJMF_04646	contig_1_pilon	5230003	5230299	+	297	723	1020	1060
LGFCPJMF_04647	contig_1_pilon	5230484	5232475	-	1992	6	4	32
LGFCPJMF_04648	contig_1_pilon	5232712	5234211	+	1500	2	0	0
LGFCPJMF_04649	contig_1_pilon	5234211	5234516	+	306	3	1	0
LGFCPJMF_04650	contig_1_pilon	5234669	5235454	+	786	7	4	4
LGFCPJMF_04651	contig_1_pilon	5235489	5235821	-	333	139	134	419
LGFCPJMF_04652	contig_1_pilon	5235993	5236439	+	447	20	23	26
LGFCPJMF_04653	contig_1_pilon	5236441	5237484	+	1044	40	29	46
LGFCPJMF_04654	contig_1_pilon	5237509	5238213	-	705	2	4	0
LGFCPJMF_04655	contig_1_pilon	5238345	5238776	+	432	0	3	0
LGFCPJMF_04656	contig_1_pilon	5238880	5239890	+	1011	20	1	45
LGFCPJMF_04657	contig_1_pilon	5239987	5240442	+	456	6	5	0
LGFCPJMF_04658	contig_1_pilon	5240560	5241018	+	459	0	1	4
LGFCPJMF_04659	contig_1_pilon	5241026	5243185	-	2160	0	0	0
LGFCPJMF_04660	contig_1_pilon	5243388	5244335	+	948	0	0	13
LGFCPJMF_04661	contig_1_pilon	5244332	5245663	+	1332	53	16	46
LGFCPJMF_04662	contig_1_pilon	5245992	5247269	+	1278	89	68	154
LGFCPJMF_04663	contig_1_pilon	5247370	5248332	+	963	62	38	134
LGFCPJMF_04664	contig_1_pilon	5248464	5250377	+	1914	255	265	508
LGFCPJMF_04665	contig_1_pilon	5250654	5251781	+	1128	133	190	342
LGFCPJMF_04666	contig_1_pilon	5251964	5253403	-	1440	204	145	290
LGFCPJMF_04667	contig_1_pilon	5253539	5253838	-	300	256	222	129
LGFCPJMF_04671	contig_1_pilon	5254673	5255452	-	780	1459	1530	4409
LGFCPJMF_04672	contig_1_pilon	5255514	5256350	-	837	84	60	158
LGFCPJMF_04673	contig_1_pilon	5256489	5257646	-	1158	6	16	6
LGFCPJMF_04674	contig_1_pilon	5257789	5259120	-	1332	16	20	46
LGFCPJMF_04675	contig_1_pilon	5259799	5260155	-	357	2	0	0
LGFCPJMF_04676	contig_1_pilon	5260361	5264107	+	3747	51	43	197
LGFCPJMF_04677	contig_1_pilon	5264225	5264611	+	387	226	290	341
LGFCPJMF_04678	contig_1_pilon	5264604	5265200	+	597	55	50	74
LGFCPJMF_04679	contig_1_pilon	5265257	5266288	-	1032	281	218	520
LGFCPJMF_04680	contig_1_pilon	5266418	5267422	-	1005	2	0	12
LGFCPJMF_04681	contig_1_pilon	5267486	5269882	+	2397	0	4	0
LGFCPJMF_04682	contig_1_pilon	5269862	5270590	-	729	0	2	3
LGFCPJMF_04683	contig_1_pilon	5270653	5270886	-	234	0	0	0
LGFCPJMF_04684	contig_1_pilon	5270883	5271842	-	960	0	0	0
LGFCPJMF_04685	contig_1_pilon	5271847	5272623	-	777	0	1	0
LGFCPJMF_04686	contig_1_pilon	5272781	5274271	-	1491	6	0	0
LGFCPJMF_04687	contig_1_pilon	5274268	5278812	-	4545	11	6	0
LGFCPJMF_04688	contig_1_pilon	5278809	5279534	-	726	2	3	0
LGFCPJMF_04689	contig_1_pilon	5279542	5280774	-	1233	1	0	2
LGFCPJMF_04690	contig_1_pilon	5280985	5281932	-	948	0	0	0
LGFCPJMF_04691	contig_1_pilon	5282136	5282279	+	144	0	0	0
LGFCPJMF_04692	contig_1_pilon	5282294	5283529	+	1236	0	3	0
LGFCPJMF_04693	contig_1_pilon	5283495	5284511	-	1017	9	6	0
LGFCPJMF_04694	contig_1_pilon	5284672	5286291	+	1620	0	0	0
LGFCPJMF_04695	contig_1_pilon	5286278	5287081	-	804	8	8	0
LGFCPJMF_04696	contig_1_pilon	5287110	5287748	-	639	17	19	42
LGFCPJMF_04697	contig_1_pilon	5287904	5288335	-	432	8	0	0
LGFCPJMF_04698	contig_1_pilon	5288423	5289445	+	1023	118	130	269
LGFCPJMF_04699	contig_1_pilon	5289774	5290202	+	429	240	302	232
LGFCPJMF_04700	contig_1_pilon	5290446	5291513	+	1068	2	2	0
LGFCPJMF_04701	contig_1_pilon	5292588	5293157	+	570	7	0	0
LGFCPJMF_04702	contig_1_pilon	5293147	5294154	+	1008	0	4	0
LGFCPJMF_04703	contig_1_pilon	5294151	5295155	+	1005	15	8	0
LGFCPJMF_04704	contig_1_pilon	5295148	5296062	+	915	22	6	19
LGFCPJMF_04705	contig_1_pilon	5296528	5297313	-	786	99	83	97
LGFCPJMF_04706	contig_1_pilon	5297310	5298638	-	1329	48	49	215
LGFCPJMF_04707	contig_1_pilon	5298702	5299235	-	534	2	2	0
LGFCPJMF_04708	contig_1_pilon	5299484	5302021	+	2538	12	8	0
LGFCPJMF_04709	contig_1_pilon	5302101	5302499	+	399	44	64	99
LGFCPJMF_04710	contig_1_pilon	5302502	5303287	-	786	44	50	75
LGFCPJMF_04711	contig_1_pilon	5303425	5304318	-	894	125	120	306
LGFCPJMF_04712	contig_1_pilon	5304645	5305139	+	495	406	400	722
LGFCPJMF_04713	contig_1_pilon	5305194	5306069	+	876	107	66	228
LGFCPJMF_04714	contig_1_pilon	5306144	5307409	-	1266	365	311	607
LGFCPJMF_04715	contig_1_pilon	5307486	5307734	-	249	436	657	608
LGFCPJMF_04716	contig_1_pilon	5307853	5308899	-	1047	231	277	231
LGFCPJMF_04717	contig_1_pilon	5308913	5309854	-	942	135	116	107
LGFCPJMF_04718	contig_1_pilon	5309944	5311134	-	1191	81	114	157
LGFCPJMF_04719	contig_1_pilon	5311166	5311882	+	717	22	12	30
LGFCPJMF_04720	contig_1_pilon	5311948	5312766	-	819	37	14	10
LGFCPJMF_04721	contig_1_pilon	5312947	5313420	+	474	85	109	62
LGFCPJMF_04722	contig_1_pilon	5313428	5314456	+	1029	143	87	289
LGFCPJMF_04723	contig_1_pilon	5314574	5315812	-	1239	0	2	0
LGFCPJMF_04724	contig_1_pilon	5315882	5317048	-	1167	0	0	0
LGFCPJMF_04725	contig_1_pilon	5317264	5317944	-	681	10	6	22
LGFCPJMF_04726	contig_1_pilon	5317941	5319326	-	1386	64	38	34
LGFCPJMF_04727	contig_1_pilon	5319465	5320370	-	906	72	48	46
LGFCPJMF_04728	contig_1_pilon	5320627	5321904	-	1278	10	3	10
LGFCPJMF_04729	contig_1_pilon	5322091	5322849	-	759	76	36	65
LGFCPJMF_04730	contig_1_pilon	5322964	5324568	+	1605	50	73	14
LGFCPJMF_04731	contig_1_pilon	5324916	5325320	+	405	4	0	7
LGFCPJMF_04732	contig_1_pilon	5325393	5325719	+	327	89	73	84
LGFCPJMF_04733	contig_1_pilon	5325880	5328612	-	2733	4034	5220	7180
LGFCPJMF_04734	contig_1_pilon	5329082	5329522	+	441	833	1135	1143
LGFCPJMF_04735	contig_1_pilon	5329728	5330186	+	459	144	183	285
LGFCPJMF_04736	contig_1_pilon	5330366	5330941	+	576	3143	5808	6506
LGFCPJMF_04737	contig_1_pilon	5331196	5331771	+	576	797	945	1269
LGFCPJMF_04738	contig_1_pilon	5331827	5332984	+	1158	1085	1239	1455
LGFCPJMF_04739	contig_1_pilon	5333146	5333898	+	753	284	204	478
LGFCPJMF_04740	contig_1_pilon	5333820	5335418	-	1599	406	300	760
LGFCPJMF_04741	contig_1_pilon	5335638	5336810	+	1173	172	250	404
LGFCPJMF_04742	contig_1_pilon	5336883	5338373	+	1491	86	82	92
LGFCPJMF_04743	contig_1_pilon	5338377	5339522	+	1146	39	60	22
LGFCPJMF_04744	contig_1_pilon	5339519	5340340	+	822	47	23	102
LGFCPJMF_04745	contig_1_pilon	5340303	5340932	-	630	2	4	0
LGFCPJMF_04746	contig_1_pilon	5341041	5342177	+	1137	5	4	0
LGFCPJMF_04747	contig_1_pilon	5342168	5342824	+	657	4	2	0
LGFCPJMF_04748	contig_1_pilon	5342834	5343493	+	660	0	10	38
LGFCPJMF_04749	contig_1_pilon	5343653	5343865	-	213	24	22	4
LGFCPJMF_04750	contig_1_pilon	5343814	5344737	-	924	0	8	2
LGFCPJMF_04751	contig_1_pilon	5344750	5344914	-	165	1	4	19
LGFCPJMF_04752	contig_1_pilon	5345178	5346323	-	1146	199	150	318
LGFCPJMF_04753	contig_1_pilon	5346437	5347096	-	660	347	335	501
LGFCPJMF_04754	contig_1_pilon	5347592	5348899	-	1308	117	83	96
LGFCPJMF_04756	contig_1_pilon	5349825	5350376	+	552	45	55	135
LGFCPJMF_04757	contig_1_pilon	5350443	5350943	+	501	194	88	128
LGFCPJMF_04758	contig_1_pilon	5351059	5352471	-	1413	26	36	20
LGFCPJMF_04759	contig_1_pilon	5352625	5353788	+	1164	4	2	0
LGFCPJMF_04760	contig_1_pilon	5353788	5355017	+	1230	0	0	0
LGFCPJMF_04761	contig_1_pilon	5355014	5355886	+	873	0	2	10
LGFCPJMF_04762	contig_1_pilon	5355856	5356866	-	1011	6	9	0
LGFCPJMF_04763	contig_1_pilon	5356863	5358296	-	1434	0	2	15
LGFCPJMF_04764	contig_1_pilon	5358687	5358908	+	222	0	3	2
LGFCPJMF_04765	contig_1_pilon	5358905	5361391	+	2487	4	9	42
LGFCPJMF_04766	contig_1_pilon	5361423	5361914	+	492	0	4	1
LGFCPJMF_04767	contig_1_pilon	5361984	5362592	-	609	0	0	0
LGFCPJMF_04768	contig_1_pilon	5362654	5362851	+	198	6	2	11
LGFCPJMF_04769	contig_1_pilon	5363057	5363824	-	768	29	15	8
LGFCPJMF_04770	contig_1_pilon	5363886	5364776	-	891	98	77	130
LGFCPJMF_04771	contig_1_pilon	5364773	5365330	-	558	30	35	54
