# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/HP126.gff" "-t" "CDS" "-g" "ID" "-o" "HP126/featureCount_HP126.txt" "HP126/HP126_rep1_rna_map.sorted.bam" "HP126/HP126_rep2_rna_map.sorted.bam" "HP126/HP126_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	HP126/HP126_rep1_rna_map.sorted.bam	HP126/HP126_rep2_rna_map.sorted.bam	HP126/HP126_rep3_rna_map.sorted.bam
GIOHHFHI_03962	contig_1_pilon	4421225	4421704	+	480	909	1116	1012
GIOHHFHI_03963	contig_1_pilon	4421761	4422636	+	876	471	580	573
GIOHHFHI_03964	contig_1_pilon	4422751	4424427	+	1677	86	51	89
GIOHHFHI_03965	contig_1_pilon	4424507	4425397	+	891	91	51	66
GIOHHFHI_03966	contig_1_pilon	4425394	4426299	+	906	39	37	52
GIOHHFHI_03967	contig_1_pilon	4426482	4427186	-	705	59	72	102
GIOHHFHI_03968	contig_1_pilon	4427267	4429066	+	1800	299	274	338
GIOHHFHI_03969	contig_1_pilon	4429296	4430012	+	717	18	18	5
GIOHHFHI_03970	contig_1_pilon	4430023	4430319	-	297	5	0	2
GIOHHFHI_03971	contig_1_pilon	4430348	4432018	-	1671	24	16	12
GIOHHFHI_03972	contig_1_pilon	4432264	4433307	+	1044	3	0	12
GIOHHFHI_03973	contig_1_pilon	4433304	4434275	+	972	51	74	78
GIOHHFHI_03974	contig_1_pilon	4434272	4435504	+	1233	26	32	24
GIOHHFHI_03975	contig_1_pilon	4435832	4436611	+	780	9	15	37
GIOHHFHI_03976	contig_1_pilon	4436652	4438736	-	2085	66	68	78
GIOHHFHI_03977	contig_1_pilon	4438857	4439762	-	906	16	11	0
GIOHHFHI_03978	contig_1_pilon	4439834	4440331	-	498	39	74	53
GIOHHFHI_03979	contig_1_pilon	4440475	4441293	+	819	86	99	179
GIOHHFHI_03980	contig_1_pilon	4441310	4441678	+	369	19	16	14
GIOHHFHI_03981	contig_1_pilon	4441710	4442396	-	687	609	609	646
GIOHHFHI_03982	contig_1_pilon	4442404	4443417	-	1014	1201	1446	1267
GIOHHFHI_03983	contig_1_pilon	4443793	4446567	+	2775	692	882	1179
GIOHHFHI_03984	contig_1_pilon	4446626	4447225	+	600	79	119	145
GIOHHFHI_03985	contig_1_pilon	4447243	4447791	-	549	3	12	14
GIOHHFHI_03986	contig_1_pilon	4447868	4448461	-	594	10	2	30
GIOHHFHI_03987	contig_1_pilon	4448597	4449181	-	585	2445	2259	1944
GIOHHFHI_03988	contig_1_pilon	4449403	4450377	-	975	2075	2184	1916
GIOHHFHI_03989	contig_1_pilon	4450448	4451905	-	1458	1066	1023	1389
GIOHHFHI_03991	contig_1_pilon	4452094	4452957	-	864	115	141	114
GIOHHFHI_03992	contig_1_pilon	4453198	4454610	+	1413	156	82	205
GIOHHFHI_03993	contig_1_pilon	4454701	4455285	-	585	12	25	23
GIOHHFHI_03994	contig_1_pilon	4455294	4455806	-	513	28	41	75
GIOHHFHI_03995	contig_1_pilon	4456150	4457157	+	1008	14	38	19
GIOHHFHI_03996	contig_1_pilon	4457164	4459899	+	2736	58	76	112
GIOHHFHI_03997	contig_1_pilon	4460074	4461033	+	960	102	97	125
GIOHHFHI_03998	contig_1_pilon	4461142	4462296	+	1155	314	219	329
GIOHHFHI_03999	contig_1_pilon	4462381	4463892	-	1512	2	17	14
GIOHHFHI_04000	contig_1_pilon	4464513	4468049	+	3537	1215	1156	953
GIOHHFHI_04001	contig_1_pilon	4468046	4468402	+	357	16	19	20
GIOHHFHI_04002	contig_1_pilon	4468486	4469004	+	519	5	6	2
GIOHHFHI_04003	contig_1_pilon	4469026	4469595	-	570	11	7	14
GIOHHFHI_04004	contig_1_pilon	4469740	4471203	-	1464	50	61	34
GIOHHFHI_04005	contig_1_pilon	4471316	4472080	+	765	2	7	8
GIOHHFHI_04006	contig_1_pilon	4472392	4473039	+	648	163	151	186
GIOHHFHI_04007	contig_1_pilon	4473160	4474221	+	1062	114	99	77
GIOHHFHI_04008	contig_1_pilon	4474167	4475528	-	1362	44	66	57
GIOHHFHI_04009	contig_1_pilon	4475614	4476528	+	915	30	20	21
GIOHHFHI_04010	contig_1_pilon	4476748	4477098	+	351	1898	1674	1499
GIOHHFHI_04011	contig_1_pilon	4477108	4478451	+	1344	2451	2492	2463
GIOHHFHI_04012	contig_1_pilon	4478659	4479645	+	987	30	41	10
GIOHHFHI_04013	contig_1_pilon	4480062	4480754	+	693	2456	2355	2915
GIOHHFHI_04014	contig_1_pilon	4481134	4482423	+	1290	2152	2589	2857
GIOHHFHI_04015	contig_1_pilon	4482602	4483051	+	450	50	49	77
GIOHHFHI_04016	contig_1_pilon	4483122	4483679	+	558	69	68	62
GIOHHFHI_04017	contig_1_pilon	4483676	4484620	+	945	63	73	109
GIOHHFHI_04018	contig_1_pilon	4485068	4486471	+	1404	1399	1320	1096
GIOHHFHI_04019	contig_1_pilon	4486698	4488008	+	1311	176	127	205
GIOHHFHI_04020	contig_1_pilon	4488089	4490629	-	2541	16	4	18
GIOHHFHI_04021	contig_1_pilon	4490676	4491455	-	780	36	30	15
GIOHHFHI_04023	contig_1_pilon	4492040	4492528	-	489	142	82	121
GIOHHFHI_04024	contig_1_pilon	4492879	4493169	+	291	17068	17079	13601
GIOHHFHI_04025	contig_1_pilon	4493531	4493932	+	402	791	826	1004
GIOHHFHI_04026	contig_1_pilon	4494256	4494447	+	192	358	352	551
GIOHHFHI_04027	contig_1_pilon	4494683	4494991	+	309	79	92	173
GIOHHFHI_04028	contig_1_pilon	4495199	4495600	+	402	191	145	211
GIOHHFHI_04029	contig_1_pilon	4495699	4495845	-	147	4	3	0
GIOHHFHI_04030	contig_1_pilon	4496083	4496481	+	399	285	396	411
GIOHHFHI_04031	contig_1_pilon	4496744	4497604	+	861	2952	3135	2813
GIOHHFHI_04032	contig_1_pilon	4497708	4497935	-	228	2721	2076	1978
GIOHHFHI_04033	contig_1_pilon	4498043	4498348	+	306	15	0	11
GIOHHFHI_04034	contig_1_pilon	4498442	4499350	-	909	37	39	39
GIOHHFHI_04035	contig_1_pilon	4499731	4500951	-	1221	204	181	251
GIOHHFHI_04036	contig_1_pilon	4501103	4502134	-	1032	158	110	116
GIOHHFHI_04037	contig_1_pilon	4502187	4503767	+	1581	1028	1187	1209
GIOHHFHI_04038	contig_1_pilon	4504104	4504529	-	426	32	30	39
GIOHHFHI_04039	contig_1_pilon	4504539	4505981	-	1443	16	22	15
GIOHHFHI_04040	contig_1_pilon	4506043	4506630	-	588	6	2	14
GIOHHFHI_04041	contig_1_pilon	4506645	4507541	-	897	6	2	12
GIOHHFHI_04042	contig_1_pilon	4507744	4508760	+	1017	14	34	34
GIOHHFHI_04043	contig_1_pilon	4508783	4509244	-	462	24	15	16
GIOHHFHI_04044	contig_1_pilon	4509470	4510201	+	732	16	40	40
GIOHHFHI_04045	contig_1_pilon	4510232	4511779	-	1548	0	0	8
GIOHHFHI_04046	contig_1_pilon	4512307	4512498	+	192	0	0	0
GIOHHFHI_04047	contig_1_pilon	4512498	4512647	+	150	1	0	0
GIOHHFHI_04048	contig_1_pilon	4512644	4513564	+	921	0	12	6
GIOHHFHI_04049	contig_1_pilon	4513730	4514311	+	582	1	6	5
GIOHHFHI_04050	contig_1_pilon	4514339	4515691	-	1353	28	18	17
GIOHHFHI_04051	contig_1_pilon	4515721	4517088	-	1368	32	54	45
GIOHHFHI_04052	contig_1_pilon	4517226	4518494	+	1269	4	0	4
GIOHHFHI_04053	contig_1_pilon	4518482	4520353	+	1872	10	0	8
GIOHHFHI_04054	contig_1_pilon	4520410	4521357	+	948	4	6	8
GIOHHFHI_04055	contig_1_pilon	4521357	4522397	+	1041	15	28	14
GIOHHFHI_04056	contig_1_pilon	4522433	4523020	+	588	6	4	10
GIOHHFHI_04057	contig_1_pilon	4523142	4524800	+	1659	87	100	81
GIOHHFHI_04058	contig_1_pilon	4524797	4526371	+	1575	7	14	20
GIOHHFHI_04059	contig_1_pilon	4526362	4527768	+	1407	42	39	82
GIOHHFHI_04060	contig_1_pilon	4527798	4529006	+	1209	33	35	62
GIOHHFHI_04061	contig_1_pilon	4529169	4529603	+	435	404	306	324
GIOHHFHI_04062	contig_1_pilon	4529675	4530322	-	648	45	37	19
GIOHHFHI_04063	contig_1_pilon	4530319	4531506	-	1188	69	59	43
GIOHHFHI_04064	contig_1_pilon	4531641	4532360	+	720	4	0	0
GIOHHFHI_04065	contig_1_pilon	4532522	4533529	-	1008	966	1154	2049
GIOHHFHI_04066	contig_1_pilon	4533791	4534159	+	369	487	543	586
GIOHHFHI_04067	contig_1_pilon	4534341	4534838	+	498	119	105	82
GIOHHFHI_04068	contig_1_pilon	4535159	4535944	+	786	28	24	24
GIOHHFHI_04069	contig_1_pilon	4536052	4536996	+	945	4	0	0
GIOHHFHI_04070	contig_1_pilon	4536993	4538153	+	1161	0	0	0
GIOHHFHI_04071	contig_1_pilon	4538153	4539511	+	1359	24	22	22
GIOHHFHI_04072	contig_1_pilon	4539601	4541127	-	1527	233	173	260
GIOHHFHI_04073	contig_1_pilon	4541679	4542359	+	681	323	267	236
GIOHHFHI_04074	contig_1_pilon	4542419	4543669	+	1251	98	117	81
GIOHHFHI_04075	contig_1_pilon	4543702	4544244	-	543	1049	1195	1089
GIOHHFHI_04076	contig_1_pilon	4544383	4544820	-	438	8	10	8
GIOHHFHI_04077	contig_1_pilon	4544964	4546103	+	1140	366	485	513
GIOHHFHI_04078	contig_1_pilon	4546100	4546636	+	537	98	127	84
GIOHHFHI_04079	contig_1_pilon	4546633	4547829	+	1197	109	151	132
GIOHHFHI_04080	contig_1_pilon	4547881	4548897	-	1017	3	16	17
GIOHHFHI_04081	contig_1_pilon	4548836	4549561	-	726	7	11	11
GIOHHFHI_04082	contig_1_pilon	4549692	4551032	-	1341	114	158	160
GIOHHFHI_04083	contig_1_pilon	4551294	4552415	+	1122	263	270	328
GIOHHFHI_04084	contig_1_pilon	4552622	4552936	-	315	26	4	11
GIOHHFHI_04085	contig_1_pilon	4552999	4553832	-	834	145	72	134
GIOHHFHI_04086	contig_1_pilon	4553822	4554343	-	522	273	256	236
GIOHHFHI_04087	contig_1_pilon	4554327	4554533	-	207	122	86	89
GIOHHFHI_04088	contig_1_pilon	4554739	4556061	-	1323	255	256	315
GIOHHFHI_04089	contig_1_pilon	4556326	4556877	+	552	276	229	121
GIOHHFHI_04090	contig_1_pilon	4556929	4557624	-	696	29	26	21
GIOHHFHI_04091	contig_1_pilon	4557675	4559126	-	1452	19	20	21
GIOHHFHI_04092	contig_1_pilon	4559421	4560482	+	1062	177	244	109
GIOHHFHI_04093	contig_1_pilon	4560713	4562143	+	1431	84	139	99
GIOHHFHI_04094	contig_1_pilon	4562188	4563294	+	1107	20	22	8
GIOHHFHI_04095	contig_1_pilon	4563282	4565264	-	1983	235	208	208
GIOHHFHI_04096	contig_1_pilon	4565373	4567163	-	1791	726	642	705
GIOHHFHI_04097	contig_1_pilon	4567393	4568679	-	1287	296	368	402
GIOHHFHI_04098	contig_1_pilon	4568849	4569601	-	753	170	149	174
GIOHHFHI_04099	contig_1_pilon	4569728	4571137	+	1410	1452	1519	2108
GIOHHFHI_04100	contig_1_pilon	4571211	4572293	+	1083	803	886	1025
GIOHHFHI_04101	contig_1_pilon	4572390	4573304	+	915	57	29	57
GIOHHFHI_04102	contig_1_pilon	4573320	4574675	-	1356	43	47	69
GIOHHFHI_04103	contig_1_pilon	4574672	4575628	-	957	219	208	217
GIOHHFHI_04104	contig_1_pilon	4575641	4576138	-	498	52	67	103
GIOHHFHI_04105	contig_1_pilon	4576825	4577088	+	264	10134	9904	7649
GIOHHFHI_04106	contig_1_pilon	4577391	4581251	+	3861	194	208	220
GIOHHFHI_04107	contig_1_pilon	4581248	4582795	+	1548	76	55	50
GIOHHFHI_04108	contig_1_pilon	4582841	4583614	-	774	29	28	16
GIOHHFHI_04109	contig_1_pilon	4583784	4584092	+	309	96	129	67
GIOHHFHI_04110	contig_1_pilon	4584341	4585957	+	1617	8	14	22
GIOHHFHI_04111	contig_1_pilon	4586110	4587468	+	1359	275	240	375
GIOHHFHI_04112	contig_1_pilon	4587654	4587836	+	183	249	340	259
GIOHHFHI_04113	contig_1_pilon	4587902	4589044	+	1143	179	183	265
GIOHHFHI_04114	contig_1_pilon	4589235	4590464	+	1230	307	334	407
GIOHHFHI_04115	contig_1_pilon	4590588	4591547	+	960	422	522	507
GIOHHFHI_04116	contig_1_pilon	4591694	4594222	-	2529	66	48	60
GIOHHFHI_04117	contig_1_pilon	4594795	4596252	+	1458	4546	5574	8539
GIOHHFHI_04118	contig_1_pilon	4596385	4596999	+	615	59	75	110
GIOHHFHI_04119	contig_1_pilon	4597028	4598152	-	1125	88	103	89
GIOHHFHI_04120	contig_1_pilon	4598283	4599290	+	1008	82	86	98
GIOHHFHI_04124	contig_1_pilon	4605635	4606945	-	1311	9	4	8
GIOHHFHI_04125	contig_1_pilon	4606954	4607919	-	966	72	91	60
GIOHHFHI_04126	contig_1_pilon	4607900	4609126	-	1227	26	23	32
GIOHHFHI_04127	contig_1_pilon	4609123	4609803	-	681	12	22	20
GIOHHFHI_04128	contig_1_pilon	4609832	4611283	-	1452	262	253	213
GIOHHFHI_04129	contig_1_pilon	4611454	4612626	+	1173	139	131	178
GIOHHFHI_04130	contig_1_pilon	4612623	4613300	+	678	1577	1262	1089
GIOHHFHI_04131	contig_1_pilon	4613302	4615641	+	2340	257	171	218
GIOHHFHI_04132	contig_1_pilon	4615631	4617607	+	1977	241	170	172
GIOHHFHI_04133	contig_1_pilon	4619004	4619327	+	324	147	100	137
GIOHHFHI_04134	contig_1_pilon	4619646	4620338	+	693	29267	26598	22659
GIOHHFHI_04135	contig_1_pilon	4620575	4621330	+	756	1990	1741	2157
GIOHHFHI_04136	contig_1_pilon	4621743	4622954	-	1212	22	54	43
GIOHHFHI_04137	contig_1_pilon	4623646	4626474	+	2829	3863	3690	3832
GIOHHFHI_04138	contig_1_pilon	4626566	4627087	-	522	0	0	0
GIOHHFHI_04139	contig_1_pilon	4627570	4628076	+	507	65	38	25
GIOHHFHI_04140	contig_1_pilon	4628257	4628949	+	693	308	306	214
GIOHHFHI_04141	contig_1_pilon	4629009	4629575	-	567	309	292	439
GIOHHFHI_04142	contig_1_pilon	4630120	4635096	+	4977	3203	3326	3628
GIOHHFHI_04143	contig_1_pilon	4635191	4636030	-	840	0	2	6
GIOHHFHI_04144	contig_1_pilon	4636023	4636958	-	936	2	8	4
GIOHHFHI_04145	contig_1_pilon	4637278	4637901	+	624	20	24	19
GIOHHFHI_04146	contig_1_pilon	4638430	4640661	+	2232	74	67	84
GIOHHFHI_04147	contig_1_pilon	4640631	4641209	-	579	1339	1160	1201
GIOHHFHI_04148	contig_1_pilon	4641206	4642177	-	972	5030	5756	5742
GIOHHFHI_04149	contig_1_pilon	4642311	4645175	-	2865	650	558	650
GIOHHFHI_04150	contig_1_pilon	4645423	4648389	+	2967	1455	1354	1483
GIOHHFHI_04151	contig_1_pilon	4648386	4649540	+	1155	348	323	407
GIOHHFHI_04152	contig_1_pilon	4649603	4650691	+	1089	155	98	91
GIOHHFHI_04153	contig_1_pilon	4650742	4651719	-	978	52	132	76
GIOHHFHI_04154	contig_1_pilon	4651885	4653531	-	1647	37	18	23
GIOHHFHI_04155	contig_1_pilon	4653850	4656150	+	2301	6	13	22
GIOHHFHI_04156	contig_1_pilon	4656160	4657128	-	969	605	606	585
GIOHHFHI_04157	contig_1_pilon	4657279	4658160	-	882	64	104	102
GIOHHFHI_04158	contig_1_pilon	4658157	4659509	-	1353	95	80	76
GIOHHFHI_04159	contig_1_pilon	4659610	4661046	-	1437	178	166	192
GIOHHFHI_04160	contig_1_pilon	4661275	4664685	-	3411	35	38	34
GIOHHFHI_04161	contig_1_pilon	4665166	4666914	+	1749	196	183	196
GIOHHFHI_04162	contig_1_pilon	4667142	4668482	+	1341	150	129	98
GIOHHFHI_04163	contig_1_pilon	4668617	4669762	+	1146	2982	2570	2415
GIOHHFHI_04164	contig_1_pilon	4670110	4671021	+	912	876	737	927
GIOHHFHI_04165	contig_1_pilon	4671191	4671379	-	189	1739	1560	908
GIOHHFHI_04166	contig_1_pilon	4671674	4672363	+	690	272	262	238
GIOHHFHI_04167	contig_1_pilon	4672396	4673307	+	912	106	112	178
GIOHHFHI_04168	contig_1_pilon	4673375	4674574	+	1200	89	85	95
GIOHHFHI_04169	contig_1_pilon	4674593	4675102	+	510	855	625	638
GIOHHFHI_04171	contig_1_pilon	4675678	4676973	-	1296	6	5	0
GIOHHFHI_04172	contig_1_pilon	4677076	4678053	+	978	29	20	10
GIOHHFHI_04173	contig_1_pilon	4678145	4678669	+	525	192	146	124
GIOHHFHI_04174	contig_1_pilon	4678704	4679114	-	411	0	0	0
GIOHHFHI_04175	contig_1_pilon	4679111	4679368	-	258	6	0	2
GIOHHFHI_04176	contig_1_pilon	4679374	4681251	-	1878	14	8	35
GIOHHFHI_04177	contig_1_pilon	4681595	4681738	-	144	89	96	147
GIOHHFHI_04178	contig_1_pilon	4682071	4683471	+	1401	13	8	12
GIOHHFHI_04179	contig_1_pilon	4683612	4684844	+	1233	10	9	8
GIOHHFHI_04180	contig_1_pilon	4684915	4685691	-	777	10	2	14
GIOHHFHI_04181	contig_1_pilon	4685834	4686469	+	636	10	14	10
GIOHHFHI_04182	contig_1_pilon	4686638	4686727	+	90	2	3	1
GIOHHFHI_04183	contig_1_pilon	4686778	4687317	+	540	27	31	13
GIOHHFHI_04184	contig_1_pilon	4687314	4688054	+	741	4	14	25
GIOHHFHI_04185	contig_1_pilon	4688304	4690727	+	2424	118	93	105
GIOHHFHI_04186	contig_1_pilon	4691238	4692671	+	1434	937	860	1001
GIOHHFHI_04187	contig_1_pilon	4692978	4693259	+	282	1216	1271	819
GIOHHFHI_04188	contig_1_pilon	4693739	4695085	-	1347	362	395	317
GIOHHFHI_04189	contig_1_pilon	4695384	4695974	+	591	309	176	171
GIOHHFHI_04190	contig_1_pilon	4696012	4696908	+	897	9	19	12
GIOHHFHI_04191	contig_1_pilon	4697303	4697422	-	120	15	12	2
GIOHHFHI_04192	contig_1_pilon	4697443	4697667	-	225	58	40	29
GIOHHFHI_04193	contig_1_pilon	4697883	4699064	+	1182	11	6	17
GIOHHFHI_04194	contig_1_pilon	4699051	4699344	+	294	409	361	371
GIOHHFHI_04195	contig_1_pilon	4699505	4699930	-	426	66	105	113
GIOHHFHI_04196	contig_1_pilon	4700230	4701528	+	1299	720	773	1255
GIOHHFHI_04197	contig_1_pilon	4701525	4702484	+	960	223	218	354
GIOHHFHI_04198	contig_1_pilon	4702481	4703371	+	891	150	194	400
GIOHHFHI_04199	contig_1_pilon	4703436	4705109	+	1674	214	201	402
GIOHHFHI_04200	contig_1_pilon	4705521	4706384	+	864	44	59	56
GIOHHFHI_04201	contig_1_pilon	4706381	4708537	+	2157	90	54	126
GIOHHFHI_04202	contig_1_pilon	4708534	4710852	+	2319	102	92	200
GIOHHFHI_04203	contig_1_pilon	4710937	4711635	-	699	21	17	35
GIOHHFHI_04204	contig_1_pilon	4712187	4712399	+	213	1	2	2
GIOHHFHI_04206	contig_1_pilon	4712624	4713226	-	603	44	12	24
GIOHHFHI_04207	contig_1_pilon	4713387	4714940	+	1554	12	16	16
GIOHHFHI_04208	contig_1_pilon	4714983	4716779	+	1797	98	122	124
GIOHHFHI_04209	contig_1_pilon	4717186	4717827	+	642	94	115	97
GIOHHFHI_04210	contig_1_pilon	4717900	4718679	+	780	102	107	121
GIOHHFHI_04211	contig_1_pilon	4718704	4719702	-	999	125	146	118
GIOHHFHI_04212	contig_1_pilon	4719699	4720601	-	903	43	48	38
GIOHHFHI_04213	contig_1_pilon	4720598	4721851	-	1254	152	156	211
GIOHHFHI_04214	contig_1_pilon	4721844	4722491	-	648	92	107	70
GIOHHFHI_04215	contig_1_pilon	4722507	4722974	-	468	30	46	43
GIOHHFHI_04216	contig_1_pilon	4723104	4724249	+	1146	372	377	460
GIOHHFHI_04217	contig_1_pilon	4724444	4725808	+	1365	122	107	260
GIOHHFHI_04218	contig_1_pilon	4725833	4726126	+	294	54	36	20
GIOHHFHI_04219	contig_1_pilon	4726229	4727680	+	1452	99	66	114
GIOHHFHI_04220	contig_1_pilon	4727854	4728264	+	411	59	82	106
GIOHHFHI_04221	contig_1_pilon	4728301	4728777	-	477	703	726	849
GIOHHFHI_04222	contig_1_pilon	4729024	4730535	+	1512	62	86	60
GIOHHFHI_04223	contig_1_pilon	4730611	4731405	+	795	690	702	700
GIOHHFHI_04224	contig_1_pilon	4731513	4731833	-	321	143	146	162
GIOHHFHI_04225	contig_1_pilon	4732225	4734624	+	2400	928	1016	2137
GIOHHFHI_04226	contig_1_pilon	4734746	4735051	+	306	271	256	245
GIOHHFHI_04227	contig_1_pilon	4735660	4736256	-	597	96	127	109
GIOHHFHI_04228	contig_1_pilon	4736524	4737852	-	1329	114	128	135
GIOHHFHI_04229	contig_1_pilon	4737933	4738292	+	360	918	853	631
GIOHHFHI_04230	contig_1_pilon	4738292	4738900	+	609	382	342	343
GIOHHFHI_04231	contig_1_pilon	4739396	4740871	+	1476	1351	1001	1032
GIOHHFHI_04232	contig_1_pilon	4740976	4741398	+	423	46	50	56
GIOHHFHI_04233	contig_1_pilon	4741624	4742616	+	993	37	21	19
GIOHHFHI_04234	contig_1_pilon	4742622	4743668	+	1047	0	0	1
GIOHHFHI_04235	contig_1_pilon	4743665	4744498	+	834	2	0	2
GIOHHFHI_04236	contig_1_pilon	4744495	4745337	+	843	2	0	0
GIOHHFHI_04237	contig_1_pilon	4745709	4746014	+	306	34	40	41
GIOHHFHI_04238	contig_1_pilon	4746014	4746964	+	951	68	80	117
GIOHHFHI_04239	contig_1_pilon	4747418	4748170	+	753	173	209	154
GIOHHFHI_04240	contig_1_pilon	4748277	4749545	-	1269	56	54	60
GIOHHFHI_04241	contig_1_pilon	4749784	4751094	-	1311	187	128	164
GIOHHFHI_04242	contig_1_pilon	4751321	4751554	+	234	526	453	340
GIOHHFHI_04243	contig_1_pilon	4751754	4752485	+	732	162	181	181
GIOHHFHI_04244	contig_1_pilon	4752677	4752823	+	147	17	52	18
GIOHHFHI_04245	contig_1_pilon	4752949	4753359	+	411	70	88	90
GIOHHFHI_04246	contig_1_pilon	4753480	4754082	+	603	233	158	211
GIOHHFHI_04248	contig_1_pilon	4754284	4754955	-	672	222	216	249
GIOHHFHI_04249	contig_1_pilon	4754952	4755623	-	672	404	423	350
GIOHHFHI_04250	contig_1_pilon	4755793	4757331	-	1539	302	393	495
GIOHHFHI_04251	contig_1_pilon	4757821	4758333	+	513	105	70	87
GIOHHFHI_04252	contig_1_pilon	4758333	4759730	+	1398	26	34	61
GIOHHFHI_04253	contig_1_pilon	4760668	4761135	-	468	263	309	234
GIOHHFHI_04254	contig_1_pilon	4761334	4761654	+	321	920	879	628
GIOHHFHI_04255	contig_1_pilon	4761831	4762181	+	351	158	127	97
GIOHHFHI_04256	contig_1_pilon	4762343	4762663	+	321	206	77	92
GIOHHFHI_04257	contig_1_pilon	4762716	4765169	-	2454	469	682	835
GIOHHFHI_04258	contig_1_pilon	4765464	4766261	+	798	14	28	18
GIOHHFHI_04259	contig_1_pilon	4766269	4767120	+	852	5	4	10
GIOHHFHI_04260	contig_1_pilon	4767129	4768169	+	1041	13	14	21
GIOHHFHI_04261	contig_1_pilon	4768187	4768900	+	714	81	91	109
GIOHHFHI_04262	contig_1_pilon	4769033	4770361	-	1329	10	2	6
GIOHHFHI_04263	contig_1_pilon	4770617	4771999	+	1383	102	116	114
GIOHHFHI_04264	contig_1_pilon	4772091	4772882	+	792	18	28	16
GIOHHFHI_04265	contig_1_pilon	4772894	4773130	+	237	0	0	0
GIOHHFHI_04266	contig_1_pilon	4773127	4774674	+	1548	18	10	10
GIOHHFHI_04267	contig_1_pilon	4774652	4775713	-	1062	0	0	0
GIOHHFHI_04268	contig_1_pilon	4775860	4777446	-	1587	0	0	0
GIOHHFHI_04269	contig_1_pilon	4777555	4778196	-	642	2	0	0
GIOHHFHI_04270	contig_1_pilon	4778563	4779618	+	1056	12	4	7
GIOHHFHI_04271	contig_1_pilon	4779748	4780053	+	306	28	32	14
GIOHHFHI_04272	contig_1_pilon	4780151	4780900	+	750	0	0	4
GIOHHFHI_04273	contig_1_pilon	4781056	4781913	+	858	65	63	76
GIOHHFHI_04274	contig_1_pilon	4782032	4783873	+	1842	6	10	2
GIOHHFHI_04275	contig_1_pilon	4783881	4784408	-	528	6	13	8
GIOHHFHI_04276	contig_1_pilon	4784405	4785502	-	1098	10	24	49
GIOHHFHI_04277	contig_1_pilon	4785559	4786767	+	1209	10	0	4
GIOHHFHI_04278	contig_1_pilon	4787069	4787410	+	342	0	2	0
GIOHHFHI_04279	contig_1_pilon	4787532	4788290	+	759	8	2	6
GIOHHFHI_04280	contig_1_pilon	4788451	4789545	+	1095	2	6	12
GIOHHFHI_04281	contig_1_pilon	4789551	4790273	+	723	0	0	0
GIOHHFHI_04282	contig_1_pilon	4790270	4791394	+	1125	0	0	0
GIOHHFHI_04283	contig_1_pilon	4791387	4792358	+	972	8	0	2
GIOHHFHI_04284	contig_1_pilon	4792345	4793142	+	798	2	0	4
GIOHHFHI_04285	contig_1_pilon	4793184	4794248	+	1065	37	38	52
GIOHHFHI_04286	contig_1_pilon	4794300	4795079	-	780	2715	2692	2250
GIOHHFHI_04287	contig_1_pilon	4795352	4796857	-	1506	387	463	493
GIOHHFHI_04288	contig_1_pilon	4797073	4797777	+	705	1088	896	913
GIOHHFHI_04289	contig_1_pilon	4797761	4798480	+	720	448	354	308
GIOHHFHI_04290	contig_1_pilon	4798884	4799951	+	1068	736	671	676
GIOHHFHI_04291	contig_1_pilon	4800012	4801985	-	1974	86	91	123
GIOHHFHI_04292	contig_1_pilon	4801982	4803940	-	1959	68	66	133
GIOHHFHI_04293	contig_1_pilon	4804292	4804972	-	681	36	18	28
GIOHHFHI_04295	contig_1_pilon	4805500	4806816	+	1317	4778	5039	5229
GIOHHFHI_04296	contig_1_pilon	4806828	4808480	+	1653	2380	2471	2667
GIOHHFHI_04297	contig_1_pilon	4808516	4809442	+	927	2918	3400	4217
GIOHHFHI_04298	contig_1_pilon	4809486	4810604	+	1119	1972	2246	3144
GIOHHFHI_04299	contig_1_pilon	4810852	4811445	+	594	2719	3026	3591
GIOHHFHI_04300	contig_1_pilon	4811616	4812203	+	588	1231	1198	1386
GIOHHFHI_04302	contig_1_pilon	4812458	4813216	-	759	3506	3640	3260
GIOHHFHI_04303	contig_1_pilon	4813519	4814334	-	816	146	86	102
GIOHHFHI_04304	contig_1_pilon	4814324	4814977	-	654	14	46	39
GIOHHFHI_04305	contig_1_pilon	4814974	4815705	-	732	15	25	53
GIOHHFHI_04306	contig_1_pilon	4815702	4816436	-	735	28	46	94
GIOHHFHI_04307	contig_1_pilon	4816892	4817392	+	501	392	412	423
GIOHHFHI_04308	contig_1_pilon	4817373	4818797	-	1425	81	100	117
GIOHHFHI_04309	contig_1_pilon	4818843	4819808	-	966	302	266	407
GIOHHFHI_04310	contig_1_pilon	4820016	4820945	+	930	600	646	912
GIOHHFHI_04311	contig_1_pilon	4821085	4821825	+	741	240	217	301
GIOHHFHI_04312	contig_1_pilon	4821926	4823071	+	1146	18	12	21
GIOHHFHI_04313	contig_1_pilon	4823167	4825146	-	1980	114	122	126
GIOHHFHI_04314	contig_1_pilon	4825441	4826691	+	1251	302	387	500
GIOHHFHI_04316	contig_1_pilon	4826968	4827660	-	693	42	37	76
GIOHHFHI_04317	contig_1_pilon	4828101	4828487	-	387	165	193	161
