# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "/home/haddock/private/Genome_analysis/GenomeAnalysis/data/assembly/R7.gff" "-t" "CDS" "-g" "ID" "-o" "featureCount_HP126_2.txt" "HP126_rep1_rna_map.sorted.bam" "HP126_rep2_rna_map.sorted.bam" "HP126_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	HP126_rep1_rna_map.sorted.bam	HP126_rep2_rna_map.sorted.bam	HP126_rep3_rna_map.sorted.bam
PAOEAKHP_05111	contig_2_pilon	5623885	5624463	-	579	9	14	10
PAOEAKHP_05112	contig_2_pilon	5624480	5624815	-	336	6	8	18
PAOEAKHP_05113	contig_2_pilon	5625028	5625843	+	816	0	4	2
PAOEAKHP_05114	contig_2_pilon	5626800	5627621	+	822	152	162	198
PAOEAKHP_05115	contig_2_pilon	5627519	5627950	-	432	0	0	2
PAOEAKHP_05116	contig_2_pilon	5627947	5628399	-	453	2	3	2
PAOEAKHP_05117	contig_2_pilon	5628396	5628698	-	303	1	0	5
PAOEAKHP_05118	contig_2_pilon	5628798	5629604	-	807	19	20	7
PAOEAKHP_05119	contig_2_pilon	5629772	5630380	-	609	26	59	60
PAOEAKHP_05120	contig_2_pilon	5630552	5631562	+	1011	2364	2083	1901
PAOEAKHP_05121	contig_2_pilon	5631594	5632910	-	1317	92	75	58
PAOEAKHP_05122	contig_2_pilon	5633354	5634604	+	1251	1262	1427	1725
PAOEAKHP_05123	contig_2_pilon	5634601	5635416	-	816	65	96	166
PAOEAKHP_05124	contig_2_pilon	5635471	5636229	-	759	50	64	56
PAOEAKHP_05125	contig_2_pilon	5636390	5637238	+	849	704	821	1032
PAOEAKHP_05126	contig_2_pilon	5637235	5637996	-	762	10	14	24
PAOEAKHP_05127	contig_2_pilon	5638368	5638721	+	354	27	24	53
PAOEAKHP_05128	contig_2_pilon	5638778	5639962	-	1185	30	28	19
PAOEAKHP_05129	contig_2_pilon	5640444	5642921	+	2478	595	575	563
PAOEAKHP_05130	contig_2_pilon	5642986	5644701	-	1716	14	4	9
PAOEAKHP_05131	contig_2_pilon	5644971	5645873	-	903	38	34	23
PAOEAKHP_05132	contig_2_pilon	5646324	5646734	+	411	7	3	6
PAOEAKHP_05133	contig_2_pilon	5646800	5648545	-	1746	571	765	666
PAOEAKHP_05134	contig_2_pilon	5648620	5649966	-	1347	34	52	42
PAOEAKHP_05135	contig_2_pilon	5650157	5651290	+	1134	1184	1358	1407
PAOEAKHP_05136	contig_2_pilon	5651287	5653827	+	2541	2033	2142	1810
PAOEAKHP_05137	contig_2_pilon	5653824	5654993	+	1170	22	5	16
PAOEAKHP_05138	contig_2_pilon	5655184	5656098	+	915	0	6	6
PAOEAKHP_05139	contig_2_pilon	5656228	5657034	+	807	359	381	407
PAOEAKHP_05140	contig_2_pilon	5657422	5658603	+	1182	1051	902	899
PAOEAKHP_05141	contig_2_pilon	5658627	5659511	+	885	25	7	24
PAOEAKHP_05142	contig_2_pilon	5659613	5660596	-	984	20	12	27
PAOEAKHP_05143	contig_2_pilon	5660638	5662593	+	1956	12	24	30
PAOEAKHP_05144	contig_2_pilon	5662627	5663676	-	1050	30	24	19
PAOEAKHP_05145	contig_2_pilon	5663812	5664594	+	783	16	40	40
PAOEAKHP_05146	contig_2_pilon	5664591	5666174	+	1584	6	2	4
PAOEAKHP_05147	contig_2_pilon	5666248	5666817	-	570	0	0	0
PAOEAKHP_05148	contig_2_pilon	5666972	5667760	-	789	2	0	0
PAOEAKHP_05149	contig_2_pilon	5668054	5668908	+	855	1	6	8
PAOEAKHP_05150	contig_2_pilon	5668976	5669404	+	429	2	0	6
PAOEAKHP_05151	contig_2_pilon	5669724	5670944	+	1221	2	2	0
PAOEAKHP_05152	contig_2_pilon	5671053	5671463	-	411	17	11	16
PAOEAKHP_05153	contig_2_pilon	5671775	5672542	+	768	0	0	0
PAOEAKHP_05154	contig_2_pilon	5672539	5673420	+	882	8	0	6
PAOEAKHP_05155	contig_2_pilon	5673672	5675093	+	1422	2	3	2
PAOEAKHP_05156	contig_2_pilon	5675550	5676539	+	990	13	16	12
PAOEAKHP_05157	contig_2_pilon	5676773	5678677	+	1905	79	101	75
PAOEAKHP_05158	contig_2_pilon	5678801	5679178	+	378	18	10	16
PAOEAKHP_05159	contig_2_pilon	5679181	5680134	+	954	4	2	10
PAOEAKHP_05160	contig_2_pilon	5680189	5680698	-	510	0	3	5
PAOEAKHP_05161	contig_2_pilon	5680807	5681052	+	246	2	3	11
PAOEAKHP_05162	contig_2_pilon	5681049	5681591	+	543	20	15	44
PAOEAKHP_05163	contig_2_pilon	5681558	5682058	-	501	7	6	0
PAOEAKHP_05164	contig_2_pilon	5682150	5683190	+	1041	18	38	50
PAOEAKHP_05165	contig_2_pilon	5683213	5683443	+	231	68	37	61
PAOEAKHP_05166	contig_2_pilon	5684098	5685606	+	1509	13	20	11
PAOEAKHP_05167	contig_2_pilon	5685665	5687209	+	1545	6	10	9
PAOEAKHP_05168	contig_2_pilon	5687206	5688327	+	1122	618	576	621
PAOEAKHP_05169	contig_2_pilon	5688327	5688587	+	261	69	82	97
PAOEAKHP_05170	contig_2_pilon	5688584	5690575	+	1992	167	150	138
PAOEAKHP_05171	contig_2_pilon	5690578	5691564	+	987	4	0	0
PAOEAKHP_05172	contig_2_pilon	5691696	5693357	+	1662	14	19	18
PAOEAKHP_05173	contig_2_pilon	5693528	5694064	+	537	11	0	4
PAOEAKHP_05174	contig_2_pilon	5694163	5694648	+	486	7	10	7
PAOEAKHP_05175	contig_2_pilon	5694733	5695419	+	687	10	22	28
PAOEAKHP_05176	contig_2_pilon	5695547	5696716	+	1170	330	292	264
PAOEAKHP_05177	contig_2_pilon	5696774	5696974	-	201	0	2	2
PAOEAKHP_05178	contig_2_pilon	5696971	5697264	-	294	0	0	0
PAOEAKHP_05179	contig_2_pilon	5698023	5698274	+	252	13	6	4
PAOEAKHP_05180	contig_2_pilon	5698282	5699721	-	1440	943	1130	1009
PAOEAKHP_05181	contig_2_pilon	5699769	5700245	+	477	153	209	215
PAOEAKHP_05182	contig_2_pilon	5700310	5701110	-	801	5	10	14
PAOEAKHP_05183	contig_2_pilon	5701149	5701790	-	642	3	2	6
PAOEAKHP_05184	contig_2_pilon	5701880	5702623	+	744	42	35	36
PAOEAKHP_05185	contig_2_pilon	5702671	5703456	-	786	2	0	7
PAOEAKHP_05186	contig_2_pilon	5703453	5703917	-	465	8	6	5
PAOEAKHP_05187	contig_2_pilon	5703917	5704393	-	477	28	44	40
PAOEAKHP_05188	contig_2_pilon	5704441	5705868	+	1428	47	60	61
PAOEAKHP_05189	contig_2_pilon	5705842	5706747	-	906	17	8	25
PAOEAKHP_05190	contig_2_pilon	5706866	5707255	+	390	31	34	43
PAOEAKHP_05191	contig_2_pilon	5707335	5708528	+	1194	36	48	28
PAOEAKHP_05192	contig_2_pilon	5708552	5709766	-	1215	503	418	466
PAOEAKHP_05193	contig_2_pilon	5710020	5711297	+	1278	287	232	126
PAOEAKHP_05194	contig_2_pilon	5711261	5712625	-	1365	35	28	26
PAOEAKHP_05195	contig_2_pilon	5712865	5713887	+	1023	82	81	33
PAOEAKHP_05196	contig_2_pilon	5714039	5714620	+	582	61	86	56
PAOEAKHP_05197	contig_2_pilon	5714643	5715398	-	756	0	0	2
PAOEAKHP_05198	contig_2_pilon	5715439	5716809	-	1371	0	0	4
PAOEAKHP_05199	contig_2_pilon	5717030	5717584	+	555	15	6	8
PAOEAKHP_05200	contig_2_pilon	5717581	5718558	+	978	22	10	16
PAOEAKHP_05201	contig_2_pilon	5718785	5719774	+	990	20	14	16
PAOEAKHP_05202	contig_2_pilon	5719873	5721243	-	1371	579	492	573
PAOEAKHP_05203	contig_2_pilon	5721254	5721511	+	258	6	24	5
PAOEAKHP_05204	contig_2_pilon	5722080	5722391	+	312	5	0	8
PAOEAKHP_05205	contig_2_pilon	5722481	5723983	+	1503	22	8	38
PAOEAKHP_05206	contig_2_pilon	5724089	5725267	+	1179	935	1015	1444
PAOEAKHP_05207	contig_2_pilon	5725325	5725828	+	504	863	958	1156
PAOEAKHP_05208	contig_2_pilon	5725844	5726701	-	858	18	13	29
PAOEAKHP_05209	contig_2_pilon	5726791	5727657	-	867	14	2	3
PAOEAKHP_05210	contig_2_pilon	5727699	5728160	+	462	0	0	0
PAOEAKHP_05211	contig_2_pilon	5728348	5729220	+	873	0	0	4
PAOEAKHP_05212	contig_2_pilon	5729236	5730009	-	774	214	199	220
PAOEAKHP_05213	contig_2_pilon	5730009	5731763	-	1755	444	747	680
PAOEAKHP_05214	contig_2_pilon	5731789	5732259	-	471	2	5	2
PAOEAKHP_05215	contig_2_pilon	5732269	5732649	-	381	3	2	0
PAOEAKHP_05216	contig_2_pilon	5732911	5733513	-	603	2	6	0
PAOEAKHP_05217	contig_2_pilon	5733756	5735381	+	1626	38	37	27
PAOEAKHP_05218	contig_2_pilon	5735826	5736569	+	744	32	15	17
PAOEAKHP_05219	contig_2_pilon	5736569	5737663	+	1095	46	36	33
PAOEAKHP_05220	contig_2_pilon	5737923	5738822	-	900	0	2	6
PAOEAKHP_05221	contig_2_pilon	5739058	5739267	+	210	0	6	0
PAOEAKHP_05222	contig_2_pilon	5739286	5739771	-	486	0	2	0
PAOEAKHP_05223	contig_2_pilon	5739865	5741541	+	1677	228	209	338
PAOEAKHP_05224	contig_2_pilon	5741618	5742052	-	435	2	4	2
PAOEAKHP_05225	contig_2_pilon	5742046	5742432	-	387	14	27	18
PAOEAKHP_05226	contig_2_pilon	5742467	5743144	-	678	6	4	2
PAOEAKHP_05227	contig_2_pilon	5743167	5743547	-	381	4	0	8
PAOEAKHP_05228	contig_2_pilon	5743753	5744460	-	708	0	2	2
PAOEAKHP_05229	contig_2_pilon	5744595	5745122	+	528	329	342	352
PAOEAKHP_05230	contig_2_pilon	5745214	5746611	+	1398	247	300	335
PAOEAKHP_05231	contig_2_pilon	5746532	5747371	-	840	9	8	8
PAOEAKHP_05232	contig_2_pilon	5747426	5748745	+	1320	11	28	22
PAOEAKHP_05233	contig_2_pilon	5748584	5748961	-	378	26	12	16
PAOEAKHP_05234	contig_2_pilon	5749005	5750528	-	1524	287	390	387
PAOEAKHP_05235	contig_2_pilon	5750597	5751259	+	663	249	342	536
PAOEAKHP_05236	contig_2_pilon	5751298	5752494	-	1197	88	92	89
PAOEAKHP_05237	contig_2_pilon	5752491	5753864	-	1374	24	25	21
PAOEAKHP_05238	contig_2_pilon	5753864	5754841	-	978	1573	2450	1553
PAOEAKHP_05239	contig_2_pilon	5755029	5756354	+	1326	57297	42973	35737
PAOEAKHP_05240	contig_2_pilon	5756408	5757622	+	1215	955844	1005259	854605
PAOEAKHP_05241	contig_2_pilon	5757643	5758575	+	933	642957	532282	510310
PAOEAKHP_05242	contig_2_pilon	5758665	5760047	+	1383	171229	116534	125537
PAOEAKHP_05243	contig_2_pilon	5760175	5761398	+	1224	277	296	327
PAOEAKHP_05244	contig_2_pilon	5762181	5763161	+	981	36	16	30
PAOEAKHP_05245	contig_2_pilon	5763481	5764989	+	1509	39	54	69
PAOEAKHP_05246	contig_2_pilon	5764986	5766110	+	1125	65	49	106
PAOEAKHP_05247	contig_2_pilon	5766107	5767390	+	1284	1322	1108	902
PAOEAKHP_05248	contig_2_pilon	5767387	5767812	+	426	487	324	414
PAOEAKHP_05249	contig_2_pilon	5767983	5769260	+	1278	96	77	85
PAOEAKHP_05250	contig_2_pilon	5769369	5769593	+	225	8	2	8
PAOEAKHP_05251	contig_2_pilon	5769598	5769939	+	342	6	2	6
PAOEAKHP_05252	contig_2_pilon	5770036	5770629	+	594	69	52	59
PAOEAKHP_05253	contig_2_pilon	5770696	5772051	-	1356	2	20	22
PAOEAKHP_05254	contig_2_pilon	5772057	5773097	+	1041	321	387	378
PAOEAKHP_05255	contig_2_pilon	5773110	5773520	-	411	19	25	32
PAOEAKHP_05256	contig_2_pilon	5773660	5774427	-	768	522	818	648
PAOEAKHP_05257	contig_2_pilon	5774495	5775691	+	1197	15932	14412	12976
PAOEAKHP_05258	contig_2_pilon	5775831	5776112	+	282	43	90	76
PAOEAKHP_05259	contig_2_pilon	5776221	5776427	-	207	7	24	10
PAOEAKHP_05260	contig_2_pilon	5776478	5777098	-	621	8	18	23
PAOEAKHP_05261	contig_2_pilon	5777106	5777771	-	666	20	10	9
PAOEAKHP_05262	contig_2_pilon	5777768	5779732	-	1965	100	89	76
PAOEAKHP_05263	contig_2_pilon	5779729	5780415	-	687	22	50	20
PAOEAKHP_05264	contig_2_pilon	5780593	5781390	+	798	86	70	47
PAOEAKHP_05265	contig_2_pilon	5781564	5782229	-	666	8	12	0
PAOEAKHP_05266	contig_2_pilon	5782370	5782768	+	399	152	169	95
PAOEAKHP_05267	contig_2_pilon	5782866	5783732	-	867	125	143	180
PAOEAKHP_05268	contig_2_pilon	5783725	5785155	-	1431	545	460	559
PAOEAKHP_05269	contig_2_pilon	5785158	5786153	-	996	10	13	2
PAOEAKHP_05270	contig_2_pilon	5786390	5787361	+	972	499	546	578
PAOEAKHP_05271	contig_2_pilon	5787644	5788747	+	1104	793	759	854
PAOEAKHP_05272	contig_2_pilon	5788741	5789391	+	651	417	479	463
PAOEAKHP_05273	contig_2_pilon	5789472	5790101	+	630	11	4	7
PAOEAKHP_05274	contig_2_pilon	5790105	5791337	-	1233	2	8	6
PAOEAKHP_05275	contig_2_pilon	5791514	5793187	-	1674	20	22	10
PAOEAKHP_05276	contig_2_pilon	5793427	5794248	-	822	25	6	14
PAOEAKHP_05277	contig_2_pilon	5794340	5794777	-	438	58	50	34
PAOEAKHP_05278	contig_2_pilon	5794805	5796319	+	1515	90	131	121
PAOEAKHP_05279	contig_2_pilon	5796668	5797612	+	945	10	15	28
PAOEAKHP_05280	contig_2_pilon	5797689	5798282	-	594	32	41	47
PAOEAKHP_05281	contig_2_pilon	5798577	5799758	+	1182	587	465	494
PAOEAKHP_05282	contig_2_pilon	5799801	5800649	-	849	44	36	37
PAOEAKHP_05283	contig_2_pilon	5800814	5802583	-	1770	8	4	11
PAOEAKHP_05284	contig_2_pilon	5802961	5803464	+	504	225	218	251
PAOEAKHP_05285	contig_2_pilon	5803436	5804272	-	837	5	6	4
PAOEAKHP_05286	contig_2_pilon	5804325	5805056	-	732	11	0	2
PAOEAKHP_05287	contig_2_pilon	5805365	5805574	+	210	0	1	0
PAOEAKHP_05288	contig_2_pilon	5805597	5805884	-	288	25	43	35
PAOEAKHP_05289	contig_2_pilon	5805881	5806621	-	741	11	34	6
PAOEAKHP_05290	contig_2_pilon	5806904	5809753	+	2850	4	15	16
PAOEAKHP_05291	contig_2_pilon	5809816	5810445	-	630	6	4	16
PAOEAKHP_05292	contig_2_pilon	5810534	5812003	-	1470	649	676	654
PAOEAKHP_05293	contig_2_pilon	5812222	5812353	-	132	14	15	13
PAOEAKHP_05294	contig_2_pilon	5812434	5812649	-	216	16	27	27
PAOEAKHP_05295	contig_2_pilon	5812717	5814306	-	1590	122	88	89
PAOEAKHP_05296	contig_2_pilon	5814448	5815338	+	891	8	3	0
PAOEAKHP_05297	contig_2_pilon	5815564	5816826	+	1263	0	2	0
PAOEAKHP_05298	contig_2_pilon	5816947	5817741	+	795	0	0	2
PAOEAKHP_05299	contig_2_pilon	5817874	5819016	+	1143	4	0	2
PAOEAKHP_05300	contig_2_pilon	5819145	5820689	+	1545	159	163	151
PAOEAKHP_05301	contig_2_pilon	5820800	5821129	-	330	0	0	6
PAOEAKHP_05302	contig_2_pilon	5821221	5821619	+	399	130	78	82
PAOEAKHP_05303	contig_2_pilon	5821840	5823084	+	1245	609	377	381
PAOEAKHP_05304	contig_2_pilon	5823158	5824429	+	1272	2937	2732	2849
PAOEAKHP_05305	contig_2_pilon	5824671	5825993	+	1323	672	593	678
PAOEAKHP_05306	contig_2_pilon	5826041	5826475	-	435	0	10	7
PAOEAKHP_05307	contig_2_pilon	5826558	5826974	-	417	24	32	26
PAOEAKHP_05308	contig_2_pilon	5827082	5828536	-	1455	30	3	2
PAOEAKHP_05309	contig_2_pilon	5828697	5829422	+	726	844	638	664
PAOEAKHP_05310	contig_2_pilon	5829640	5829945	-	306	13516	19689	11182
PAOEAKHP_05311	contig_2_pilon	5830153	5830821	-	669	4	0	0
PAOEAKHP_05312	contig_2_pilon	5831052	5832158	-	1107	6	30	7
PAOEAKHP_05313	contig_2_pilon	5832320	5833480	+	1161	194	148	130
PAOEAKHP_05314	contig_2_pilon	5833557	5833808	-	252	7	0	13
PAOEAKHP_05315	contig_2_pilon	5833805	5834392	-	588	0	0	0
PAOEAKHP_05316	contig_2_pilon	5834517	5835017	-	501	4	0	8
PAOEAKHP_05317	contig_2_pilon	5835363	5836580	+	1218	24	20	16
PAOEAKHP_05318	contig_2_pilon	5836840	5837898	+	1059	6	8	10
PAOEAKHP_05319	contig_2_pilon	5837895	5838755	+	861	9	6	6
PAOEAKHP_05320	contig_2_pilon	5838912	5839409	-	498	0	0	2
PAOEAKHP_05321	contig_2_pilon	5839681	5840091	-	411	4	2	6
PAOEAKHP_05322	contig_2_pilon	5840186	5841058	+	873	14	15	10
PAOEAKHP_05323	contig_2_pilon	5841063	5841335	+	273	8	25	7
PAOEAKHP_05324	contig_2_pilon	5841423	5844707	-	3285	50	42	18
PAOEAKHP_05325	contig_2_pilon	5845058	5845624	-	567	56	67	67
PAOEAKHP_05326	contig_2_pilon	5845782	5847818	+	2037	2953	3110	2413
PAOEAKHP_05327	contig_2_pilon	5847907	5848932	+	1026	58	42	34
PAOEAKHP_05328	contig_2_pilon	5849082	5849552	+	471	8	7	12
PAOEAKHP_05329	contig_2_pilon	5849679	5850311	-	633	2	4	6
PAOEAKHP_05330	contig_2_pilon	5850475	5850750	+	276	9	13	9
PAOEAKHP_05331	contig_2_pilon	5850724	5851461	-	738	1	2	0
PAOEAKHP_05332	contig_2_pilon	5851705	5853528	+	1824	161	155	168
PAOEAKHP_05333	contig_2_pilon	5853648	5854064	-	417	74	110	114
PAOEAKHP_05334	contig_2_pilon	5854179	5855390	-	1212	41	47	83
PAOEAKHP_05335	contig_2_pilon	5855604	5857496	+	1893	506	555	988
PAOEAKHP_05336	contig_2_pilon	5857432	5859048	-	1617	66	101	84
PAOEAKHP_05337	contig_2_pilon	5859269	5860609	-	1341	10	10	10
PAOEAKHP_05338	contig_2_pilon	5860763	5861962	+	1200	43	26	66
PAOEAKHP_05339	contig_2_pilon	5861959	5862717	+	759	37	24	59
PAOEAKHP_05340	contig_2_pilon	5862730	5863140	+	411	25	14	12
PAOEAKHP_05341	contig_2_pilon	5863266	5864756	+	1491	64	53	133
PAOEAKHP_05342	contig_2_pilon	5864758	5865177	-	420	0	0	2
PAOEAKHP_05343	contig_2_pilon	5865333	5866088	+	756	5	0	0
PAOEAKHP_05344	contig_2_pilon	5866104	5866670	+	567	2	4	1
PAOEAKHP_05345	contig_2_pilon	5866725	5867375	-	651	24	39	32
PAOEAKHP_05346	contig_2_pilon	5867489	5868016	-	528	22	0	13
PAOEAKHP_05347	contig_2_pilon	5868116	5869474	-	1359	2	14	2
PAOEAKHP_05348	contig_2_pilon	5869677	5870588	+	912	21	30	33
PAOEAKHP_05349	contig_2_pilon	5870748	5871836	-	1089	10	0	4
PAOEAKHP_05350	contig_2_pilon	5872171	5873187	+	1017	118	114	144
PAOEAKHP_05351	contig_2_pilon	5873342	5874064	+	723	451	479	250
PAOEAKHP_05352	contig_2_pilon	5874078	5875424	+	1347	76	75	134
PAOEAKHP_05353	contig_2_pilon	5875428	5875814	+	387	0	8	6
PAOEAKHP_05354	contig_2_pilon	5875811	5876236	+	426	7	8	7
PAOEAKHP_05355	contig_2_pilon	5876233	5877570	+	1338	94	87	73
PAOEAKHP_05356	contig_2_pilon	5877634	5878578	+	945	326	318	394
PAOEAKHP_05357	contig_2_pilon	5878618	5879520	+	903	74	80	166
PAOEAKHP_05358	contig_2_pilon	5880067	5880273	+	207	78	18	26
PAOEAKHP_05359	contig_2_pilon	5880369	5881025	+	657	53	46	55
PAOEAKHP_05360	contig_2_pilon	5881058	5881633	+	576	17	13	31
PAOEAKHP_05361	contig_2_pilon	5881637	5882266	+	630	69	67	95
PAOEAKHP_05362	contig_2_pilon	5882374	5882955	+	582	47	57	69
PAOEAKHP_05363	contig_2_pilon	5883079	5884326	+	1248	52	39	53
PAOEAKHP_05364	contig_2_pilon	5884336	5884785	-	450	4	2	10
PAOEAKHP_05365	contig_2_pilon	5885458	5885775	+	318	402	420	386
PAOEAKHP_05366	contig_2_pilon	5885793	5885981	+	189	11	4	3
PAOEAKHP_05367	contig_2_pilon	5886009	5886464	+	456	27	8	23
PAOEAKHP_05368	contig_2_pilon	5886810	5887382	-	573	15	27	34
PAOEAKHP_05369	contig_2_pilon	5887619	5888170	+	552	209	239	603
PAOEAKHP_05370	contig_2_pilon	5888408	5889445	-	1038	15	13	32
PAOEAKHP_05371	contig_2_pilon	5889569	5890366	+	798	93	73	114
PAOEAKHP_05372	contig_2_pilon	5890738	5892060	+	1323	38	10	28
PAOEAKHP_05373	contig_2_pilon	5892437	5893168	+	732	1147	1083	891
PAOEAKHP_05374	contig_2_pilon	5893319	5894731	+	1413	1492	1127	1134
PAOEAKHP_05375	contig_2_pilon	5894744	5896471	-	1728	32	24	26
PAOEAKHP_05376	contig_2_pilon	5896551	5897084	-	534	10	0	1
PAOEAKHP_05377	contig_2_pilon	5897122	5897676	-	555	2	0	0
PAOEAKHP_05378	contig_2_pilon	5898026	5898367	+	342	2	0	2
PAOEAKHP_05379	contig_2_pilon	5898929	5899885	+	957	2	2	1
PAOEAKHP_05380	contig_2_pilon	5899932	5902310	-	2379	8	6	20
PAOEAKHP_05381	contig_2_pilon	5902368	5904815	-	2448	175	163	165
PAOEAKHP_05382	contig_2_pilon	5904868	5905557	-	690	117	53	90
PAOEAKHP_05383	contig_2_pilon	5905554	5906078	-	525	35	46	30
PAOEAKHP_05384	contig_2_pilon	5906185	5908602	-	2418	66	91	66
PAOEAKHP_05385	contig_2_pilon	5908599	5909285	-	687	229	224	261
PAOEAKHP_05386	contig_2_pilon	5909511	5909849	-	339	208	198	164
PAOEAKHP_05387	contig_2_pilon	5909846	5910826	-	981	310	402	433
PAOEAKHP_05388	contig_2_pilon	5911062	5913311	+	2250	218	151	259
PAOEAKHP_05389	contig_2_pilon	5913396	5914859	-	1464	13	18	15
PAOEAKHP_05390	contig_2_pilon	5915030	5917066	-	2037	381	423	352
PAOEAKHP_05391	contig_2_pilon	5917267	5917950	-	684	88	78	105
PAOEAKHP_05392	contig_2_pilon	5918189	5918914	-	726	228	324	424
PAOEAKHP_05393	contig_2_pilon	5919009	5920403	-	1395	143	272	277
PAOEAKHP_05394	contig_2_pilon	5920483	5922153	-	1671	14	30	10
PAOEAKHP_05395	contig_2_pilon	5922324	5923139	+	816	71	84	94
PAOEAKHP_05396	contig_2_pilon	5923433	5923792	+	360	3	12	10
PAOEAKHP_05397	contig_2_pilon	5923904	5924935	-	1032	8	2	4
PAOEAKHP_05398	contig_2_pilon	5925120	5925683	+	564	42	34	24
PAOEAKHP_05399	contig_2_pilon	5925878	5926471	-	594	4	4	2
PAOEAKHP_05400	contig_2_pilon	5926738	5927019	-	282	2	0	0
PAOEAKHP_05401	contig_2_pilon	5927030	5928265	-	1236	8	12	2
PAOEAKHP_05402	contig_2_pilon	5928568	5930070	-	1503	0	0	0
PAOEAKHP_05403	contig_2_pilon	5930563	5931606	+	1044	0	0	0
PAOEAKHP_05404	contig_2_pilon	5931692	5932564	+	873	0	0	0
PAOEAKHP_05405	contig_2_pilon	5932530	5933360	-	831	0	0	0
PAOEAKHP_05406	contig_2_pilon	5933780	5934868	+	1089	28	32	16
PAOEAKHP_05407	contig_2_pilon	5935003	5935266	-	264	0	0	0
PAOEAKHP_05408	contig_2_pilon	5935259	5935528	-	270	4	6	4
PAOEAKHP_05409	contig_2_pilon	5935832	5937511	+	1680	34	53	38
PAOEAKHP_05410	contig_2_pilon	5937553	5938137	-	585	0	5	14
PAOEAKHP_05411	contig_2_pilon	5938178	5938687	-	510	6	14	8
PAOEAKHP_05412	contig_2_pilon	5938880	5939785	+	906	0	2	0
PAOEAKHP_05413	contig_2_pilon	5939773	5940552	-	780	2	4	22
PAOEAKHP_05414	contig_2_pilon	5940823	5941575	+	753	6	2	4
PAOEAKHP_05415	contig_2_pilon	5941989	5943683	+	1695	8	8	17
PAOEAKHP_05416	contig_2_pilon	5944005	5944184	+	180	0	0	0
PAOEAKHP_05417	contig_2_pilon	5944224	5944640	+	417	0	0	0
PAOEAKHP_05418	contig_2_pilon	5944922	5945401	+	480	0	0	0
PAOEAKHP_05419	contig_2_pilon	5945473	5948373	+	2901	18	18	35
PAOEAKHP_05420	contig_2_pilon	5948404	5949192	-	789	1850	1984	1572
PAOEAKHP_05421	contig_2_pilon	5949189	5951192	-	2004	1608	1524	1454
PAOEAKHP_05422	contig_2_pilon	5951208	5952068	-	861	28	50	58
PAOEAKHP_05423	contig_2_pilon	5952139	5952456	-	318	10	6	12
PAOEAKHP_05424	contig_2_pilon	5952961	5955351	+	2391	855	788	846
PAOEAKHP_05425	contig_2_pilon	5955657	5957561	+	1905	10	26	6
PAOEAKHP_05426	contig_2_pilon	5958036	5959664	+	1629	18	2	13
PAOEAKHP_05427	contig_2_pilon	5959787	5960710	+	924	3678	3884	3929
PAOEAKHP_05428	contig_2_pilon	5960703	5961629	+	927	1443	1522	1852
PAOEAKHP_05429	contig_2_pilon	5961641	5962678	+	1038	1170	1118	1032
PAOEAKHP_05430	contig_2_pilon	5962671	5963723	+	1053	3596	4085	5131
PAOEAKHP_05431	contig_2_pilon	5964269	5964688	-	420	14	10	24
PAOEAKHP_05432	contig_2_pilon	5964823	5965686	+	864	3646	3988	4906
PAOEAKHP_05433	contig_2_pilon	5965697	5965897	+	201	583	599	747
PAOEAKHP_05434	contig_2_pilon	5965986	5966609	+	624	1218	1172	1352
PAOEAKHP_05435	contig_2_pilon	5966764	5968386	+	1623	209	229	186
PAOEAKHP_05436	contig_2_pilon	5968403	5969326	+	924	20	3	16
PAOEAKHP_05437	contig_2_pilon	5969319	5970323	+	1005	3	0	15
PAOEAKHP_05438	contig_2_pilon	5970335	5971369	+	1035	73	111	107
PAOEAKHP_05439	contig_2_pilon	5971366	5972418	+	1053	248	231	211
PAOEAKHP_05440	contig_2_pilon	5972452	5973438	-	987	84	60	83
PAOEAKHP_05441	contig_2_pilon	5973650	5974810	-	1161	242	241	356
PAOEAKHP_05442	contig_2_pilon	5974822	5975892	-	1071	0	9	18
PAOEAKHP_05443	contig_2_pilon	5975903	5976880	-	978	11	4	14
PAOEAKHP_05444	contig_2_pilon	5977001	5978803	-	1803	76	53	52
PAOEAKHP_05445	contig_2_pilon	5978893	5979921	-	1029	42	91	87
PAOEAKHP_05446	contig_2_pilon	5980341	5981357	+	1017	129	156	218
PAOEAKHP_05447	contig_2_pilon	5981383	5983545	-	2163	264	322	327
PAOEAKHP_05448	contig_2_pilon	5983778	5983972	+	195	0	0	4
PAOEAKHP_05449	contig_2_pilon	5984122	5985060	+	939	4	0	0
PAOEAKHP_05450	contig_2_pilon	5985057	5985572	+	516	0	0	0
PAOEAKHP_05451	contig_2_pilon	5985737	5987872	+	2136	0	0	0
PAOEAKHP_05452	contig_2_pilon	5988044	5989282	+	1239	133	148	78
PAOEAKHP_05453	contig_2_pilon	5989369	5990328	+	960	4	6	0
PAOEAKHP_05454	contig_2_pilon	5990325	5991062	+	738	0	0	0
PAOEAKHP_05455	contig_2_pilon	5991059	5992315	+	1257	18	20	4
PAOEAKHP_05456	contig_2_pilon	5992382	5993020	+	639	25	14	15
